output,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21
0.3644444444444444,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.9323188669604322,-0.42386375431056966,1.1038624962140364,-0.3483230436543985,-0.8387464943254749,1.0374476372967483,1.621735182564709,0.6723381158623296,0.29643081245437186,2.596254872946887,1.2204678590567961,0.75147016815554,0.8984298235972552,0.07180963931457461,0.3882987929751992,-0.6861345533039467,1.1040283072027561,0.1740519515792912
0.4088888888888889,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.6995931722304322,-0.42386375431056966,1.2101852734952339,1.4070165320697676,-1.6333112247850434,0.5175468645304924,-0.13357375808503424,0.081215539061966,-0.19142288873252816,0.09332007216034657,0.19701641235786402,0.75147016815554,0.2620534819933649,-0.6191832320827678,0.3882987929751992,-0.5399408941592155,0.49047406942779487,-0.46188378353324444
0.4311111111111111,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.7383807880187655,-0.42386375431056966,1.2101852734952339,-1.225992831516483,-1.1036014044786653,-0.5222546810020197,-0.5724009932474721,-0.21434574933821918,0.17446738715764687,1.1471873567020474,0.19701641235786402,0.75147016815554,0.2620534819933649,-0.4464350142334313,0.3882987929751992,-0.4668440645868463,-0.12308016834716363,-0.09849193489750978
0.44,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.6995931722304322,-0.42386375431056966,1.2101852734952339,-1.225992831516483,-1.3684563146318558,-0.0023539082357636647,-0.718676738301618,0.081215539061966,1.028211364234723,1.1471873567020474,0.8793173768238196,0.75147016815554,0.2620534819933649,0.2445578571639107,0.3882987929751992,-0.39374723501447706,-0.12308016834716363,0.8099876866918252
0.4222222222222222,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.5444427090770962,-0.42386375431056966,1.2101852734952339,-1.225992831516483,-1.3684563146318558,-0.5222546810020197,-0.5724009932474721,0.6723381158623296,1.150174789531448,1.6741209989728982,0.8793173768238196,1.606883971153223,0.2620534819933649,-0.27368679638409515,0.3882987929751992,-0.39374723501447706,-0.12308016834716363,0.7191397245328921
0.4622222222222222,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.07899131961709352,-0.42386375431056966,1.2101852734952339,0.5293467442076869,-0.8387464943254749,0.5175468645304924,0.012701986969107647,0.3767768274621439,0.17446738715764687,-0.17014674897507878,-0.14413406987511335,-0.10394363484214193,-0.374322859610529,-0.9646796677814375,0.3882987929751992,-0.3206504054421078,-0.12308016834716363,-0.3710358213743102
0.4088888888888889,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.46686747750042956,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,-0.8387464943254749,-0.5222546810020197,0.7440807122398371,-0.0665651051381263,-0.19142288873252816,2.2010546412437484,-0.14413406987511335,-0.10394363484214193,0.2620534819933649,-0.7919314499321026,0.3882987929751992,-2.2211679743236905,0.49047406942779487,-0.46188378353324444
0.5066666666666667,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.15656655119376023,-0.42386375431056966,1.2101852734952339,-1.225992831516483,-0.3090366740190968,-0.5222546810020197,-0.718676738301618,-1.1010296145387601,-0.06945946343580314,0.35678689329577196,-0.48528455210809157,-0.10394363484214193,-0.374322859610529,-1.137427885630774,0.3882987929751992,-2.1480711447513214,-0.7366344061221248,-0.5527317456921775
0.4533333333333333,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.5056550932887629,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,-0.5738915841722873,-0.5222546810020197,1.4754594375105627,-0.36212639353830417,-0.8012400152161542,2.596254872946887,-0.48528455210809157,0.75147016815554,0.2620534819933649,-0.7919314499321026,-1.3584514871734206,-1.4171028490276372,1.1040283072027561,-1.006971556486843
0.3555555555555555,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.07899131961709352,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,-2.1630210450914213,-2.081956999300788,-0.42612524819332614,0.081215539061966,0.05250396186092292,0.09332007216034657,-0.48528455210809157,-0.10394363484214193,-0.374322859610529,-0.10093857853476028,-1.3584514871734206,-0.9054250420210535,-0.7366344061221248,-0.0076439727385766935
0.3733333333333333,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.31171701434709365,0.5677685158383321,1.1038624962140364,0.5293467442076869,-1.898166134938234,-1.5620562265345317,-1.1575039734640562,-0.0665651051381263,-0.6792765899194282,-0.6970803912459298,-0.8264350343410698,-0.10394363484214193,-1.0106992012144194,-1.137427885630774,-1.3584514871734206,-0.6861345533039467,-1.3501886438970807,-1.006971556486843
0.3422222222222222,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.11777893540542689,0.5677685158383321,1.1038624962140364,0.5293467442076869,-1.898166134938234,-2.081956999300788,-0.42612524819332614,0.6723381158623296,-0.19142288873252816,0.6202537144311968,-1.1675855165740467,-0.10394363484214193,0.2620534819933649,-0.9646796677814375,-1.3584514871734206,-0.759231382876316,-0.7366344061221248,-0.5527317456921775
0.4266666666666667,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.037371527747907765,-0.42386375431056966,1.0081719966609586,0.5293467442076869,-0.3090366740190968,1.5573484100630044,-1.4500554635723482,-0.6576876819384894,-0.6792765899194282,0.6202537144311968,0.5381668945908423,0.75147016815554,1.534806165201149,-0.4464350142334313,0.3882987929751992,-0.17445674629737026,0.49047406942779487,-0.7344276700100432
0.6,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.04020370382876017,-0.42386375431056966,1.1038624962140364,-1.6648277254475266,-0.5738915841722873,-0.5222546810020197,-0.5724009932474721,1.411241336862785,-0.19142288873252816,0.09332007216034657,-0.48528455210809157,-0.10394363484214193,0.8984298235972552,-0.27368679638409515,2.135049073123819,0.9219956972881528,-1.3501886438970807,-0.28018785921537653
0.4844444444444444,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.5056550932887629,-0.42386375431056966,1.2101852734952339,0.5293467442076869,-1.3684563146318558,2.0772491828292603,1.0366322023481296,0.5245574716622368,0.29643081245437186,0.35678689329577196,-1.5087359988070241,-0.9593574378398242,0.8984298235972552,2.4039105802806064,0.3882987929751992,0.9219956972881528,-0.12308016834716363,1.4459234218043602
0.52,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.46686747750042956,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,0.2206731462872813,-0.5222546810020197,-0.27984950313918017,-0.8054683261385823,-0.06945946343580314,2.2010546412437484,0.8793173768238196,1.606883971153223,0.8984298235972552,-0.4464350142334313,0.3882987929751992,-1.051618701165792,1.1040283072027561,-0.28018785921537653
0.4133333333333333,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.5832303248654296,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,-0.3090366740190968,0.5175468645304924,-0.864952483355764,-0.8054683261385823,-0.9232034405128792,1.937587820108323,2.58506978798871,1.606883971153223,2.171182506805041,-0.7919314499321026,0.3882987929751992,-0.17445674629737026,1.1040283072027561,-1.006971556486843
0.4755555555555555,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.5056550932887629,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,-1.1036014044786653,-0.0023539082357636647,-1.0112282284099103,-1.248810258738853,-0.9232034405128792,0.35678689329577196,0.19701641235786402,1.606883971153223,0.8984298235972552,-1.137427885630774,0.3882987929751992,-0.759231382876316,-0.7366344061221248,-1.1886674808047109
0.4533333333333333,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.46686747750042956,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,-0.3090366740190968,-0.0023539082357636647,-0.13357375808503424,-0.8054683261385823,-0.8012400152161542,1.6741209989728982,0.19701641235786402,0.75147016815554,1.534806165201149,0.2445578571639107,0.3882987929751992,0.3372210607092071,-0.12308016834716363,-0.46188378353324444
0.4044444444444444,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.8935312511720989,-0.42386375431056966,1.2101852734952339,-1.6648277254475266,-0.3090366740190968,2.0772491828292603,2.3531139078354393,-0.5099070377383965,-1.0451668658096047,2.596254872946887,1.5616183412897753,3.317711577148586,2.171182506805041,-0.6191832320827678,0.3882987929751992,-0.8323282124486852,0.49047406942779487,-1.0978195186457766
0.4933333333333333,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.07615914353624112,-0.42386375431056966,1.2101852734952339,-1.6648277254475266,-0.5738915841722873,0.5175468645304924,1.0366322023481296,-0.0665651051381263,-1.0451668658096047,2.596254872946887,0.8793173768238196,1.606883971153223,1.534806165201149,-0.6191832320827678,0.3882987929751992,0.9950925268605221,-0.12308016834716363,-1.0978195186457766
0.4,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,0.04020370382876017,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,-1.1036014044786653,-0.0023539082357636647,-0.27984950313918017,-0.5099070377383965,-0.8012400152161542,0.09332007216034657,-0.8264350343410698,0.75147016815554,2.1711825068050397,-0.4464350142334313,0.3882987929751992,-0.028263087152631785,-0.7366344061221248,-0.8252756321689768
0.4666666666666667,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.3088848382662437,-1.9113121595339222,1.1038624962140364,-0.3483230436543985,0.7503829665936621,-1.5620562265345317,0.15897773202325327,-0.0665651051381263,-1.0451668658096047,-0.9605472123813551,-1.8498864810400024,-0.9593574378398242,0.2620534819933649,-0.6191832320827678,0.3882987929751992,-0.5399408941592155,-1.3501886438970807,-1.006971556486843
0.4622222222222222,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.3864600698429104,-1.9113121595339222,1.2101852734952339,1.4070165320697676,-0.3090366740190968,-1.5620562265345317,0.15897773202325327,-0.36212639353830417,-1.6549839922932303,-0.9605472123813551,-1.1675855165740467,-0.10394363484214193,0.2620534819933649,-0.27368679638409515,0.3882987929751992,-0.759231382876316,-0.7366344061221248,-1.3703634051225777
0.4266666666666667,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.3088848382662437,-1.4154960244594705,1.2101852734952339,-0.3483230436543985,-0.5738915841722873,-1.5620562265345317,-0.5724009932474721,0.081215539061966,0.540357663047823,-0.6970803912459298,-1.5087359988070241,-0.9593574378398242,0.2620534819933649,-0.27368679638409515,0.3882987929751992,0.26412423113683786,-0.7366344061221248,0.1740519515792912
0.4088888888888889,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.15373437511290905,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,-1.3684563146318558,0.5175468645304924,-1.0112282284099103,-0.8054683261385823,0.662321088344548,-0.17014674897507878,0.5381668945908423,0.75147016815554,0.2620534819933649,-0.27368679638409515,0.3882987929751992,0.3372210607092071,-0.12308016834716363,0.3557478758971574
0.4977777777777777,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.19252199090124242,-0.42386375431056966,1.2101852734952339,-0.3483230436543985,0.4855280564404717,1.5573484100630044,-0.13357375808503424,-0.6576876819384894,0.540357663047823,1.1471873567020474,0.8793173768238196,1.606883971153223,0.8984298235972552,-0.9646796677814375,0.3882987929751992,0.9950925268605221,1.1040283072027561,-0.0076439727385766935
0.4,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.3476724540545771,-0.42386375431056966,1.2101852734952339,0.5293467442076869,0.4855280564404717,1.0374476372967483,-1.0112282284099103,-0.9532489703386673,-1.1671302911063297,-1.2240140335167797,-0.8264350343410698,-0.10394363484214193,0.8984298235972552,-0.9646796677814375,0.3882987929751992,0.04483374241973109,-0.7366344061221248,-1.2795154429636435
0.4488888888888889,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.3864600698429104,-0.42386375431056966,1.2101852734952339,-1.6648277254475266,0.4855280564404717,1.0374476372967483,0.3052534770773995,-0.0665651051381263,-0.4353497393259787,0.8837205355666221,0.19701641235786402,0.75147016815554,1.534806165201149,-0.4464350142334313,0.3882987929751992,-0.39374723501447706,-1.3501886438970807,-0.5527317456921775
0.4222222222222222,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-1.162212385609585,-1.4154960244594705,1.2101852734952339,-0.3483230436543985,0.4855280564404717,-1.5620562265345317,1.1829079474022752,0.5245574716622368,1.272138214828174,1.4106541778374728,1.5616183412897753,0.75147016815554,-1.0106992012144194,-1.4829243213294439,0.3882987929751992,-0.028263087152631785,1.1040283072027561,0.3557478758971574
0.4088888888888889,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.7743362277262477,-1.4154960244594705,1.2101852734952339,1.4070165320697676,-0.5738915841722873,-0.5222546810020197,-1.0112282284099103,-1.8399328355392162,-1.1671302911063297,0.09332007216034657,1.5616183412897753,0.75147016815554,-1.0106992012144194,-2.4330395195007926,0.3882987929751992,-0.3206504054421078,0.49047406942779487,-2.006299140235111
0.4711111111111111,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-1.5500885434929197,-1.4154960244594705,1.2782318509552002,-0.3483230436543985,1.5449476970532308,-0.5222546810020197,-1.4500554635723482,-2.431055412339579,-1.8989108428866808,-0.43361357011050417,-0.14413406987511335,0.75147016815554,-1.0106992012144194,-2.4330395195007926,-1.3584514871734206,-0.028263087152631785,-0.7366344061221248,-2.551386913188709
0.4488888888888889,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-1.356150464551253,-0.42386375431056966,1.2378291955883447,1.4070165320697676,0.7503829665936621,-1.0421554537682758,-1.7426069536806357,-1.8399328355392162,-1.7769474175899553,-0.9605472123813551,0.19701641235786402,0.75147016815554,-1.0106992012144194,-2.0011689748774497,-1.3584514871734206,-1.855683826461845,-0.12308016834716363,-2.187995064552978
0.4444444444444444,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-1.0070619224562503,-0.42386375431056966,1.2101852734952339,0.5293467442076869,0.4855280564404717,-1.0421554537682758,-0.5724009932474721,0.3767768274621439,0.17446738715764687,-0.17014674897507878,-0.14413406987511335,-0.9593574378398242,-1.0106992012144194,-1.310176103480109,-1.3584514871734206,-1.6363933377447377,-0.12308016834716363,-0.46188378353324444
0.3644444444444444,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.6579733803612463,-0.42386375431056966,1.2101852734952339,0.5293467442076869,-0.04418176386590639,-0.5222546810020197,-0.42612524819332614,0.6723381158623296,0.540357663047823,2.2010546412437484,2.243919305755731,-0.10394363484214193,-0.374322859610529,-1.137427885630774,0.3882987929751992,-1.4171028490276372,1.7175825449777093,-0.09849193489750978
0.4933333333333333,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.7743362277262477,0.5677685158383321,1.2101852734952339,-1.225992831516483,2.0746575173596087,-0.0023539082357636647,0.012701986969107647,0.2289961832620589,0.906247938937999,0.8837205355666221,0.8793173768238196,-0.10394363484214193,-1.0106992012144194,-0.9646796677814375,0.3882987929751992,-1.855683826461845,1.1040283072027561,0.2648999137382243
0.4177777777777778,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.619185764572913,0.5677685158383321,1.2101852734952339,-0.3483230436543985,0.2206731462872813,-1.5620562265345317,-0.27984950313918017,-0.5099070377383965,1.394101640124898,0.35678689329577196,0.5381668945908423,-0.10394363484214193,-1.0106992012144194,-1.310176103480109,0.3882987929751992,-1.3440060194552679,0.49047406942779487,0.44659583805609165
0.4222222222222222,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.7743362277262477,-0.42386375431056966,1.2101852734952339,-1.6648277254475266,-0.3090366740190968,-0.0023539082357636647,-1.0112282284099103,-0.0665651051381263,1.638028490718348,-1.2240140335167797,1.5616183412897753,-0.10394363484214193,-1.0106992012144194,-1.137427885630774,0.3882987929751992,-0.759231382876316,-1.3501886438970807,0.6282917623739578
0.4577777777777778,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.7743362277262477,-0.42386375431056966,1.2101852734952339,0.5293467442076869,-0.3090366740190968,-0.5222546810020197,-1.303779718518202,0.081215539061966,0.906247938937999,-0.6970803912459298,1.2204678590567961,-0.10394363484214193,-1.0106992012144194,-0.9646796677814375,0.3882987929751992,-0.6130377237315838,0.49047406942779487,0.2648999137382243
0.4577777777777778,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.9682743066679169,-0.42386375431056966,1.2101852734952339,-1.225992831516483,0.7503829665936621,0.5175468645304924,-0.718676738301618,2.2979252020633267,-0.6792765899194282,1.1471873567020474,-0.14413406987511335,-0.10394363484214193,-1.0106992012144194,-0.9646796677814375,0.3882987929751992,-0.39374723501447706,-0.12308016834716363,-0.9161235943279099
0.3911111111111111,-1.9087501177640211,-2.317631199406511,-2.2277634060368054,-0.7355486119379143,-0.42386375431056966,1.2101852734952339,0.5293467442076869,0.2206731462872813,-0.0023539082357636647,-0.718676738301618,0.5245574716622368,-0.5573131646227042,-0.17014674897507878,-0.48528455210809157,-0.10394363484214193,-0.374322859610529,-0.4464350142334313,0.3882987929751992,-1.124715530738161,-0.12308016834716363,-0.6435797078511089
0.4577777777777778,-1.9087501177640211,-2.153238188977093,-2.2277634060368054,-0.8519114593029156,0.5677685158383321,1.2101852734952339,0.5293467442076869,0.2206731462872813,-1.0421554537682758,-1.0112282284099103,-0.8054683261385823,-0.4353497393259787,-0.6970803912459298,0.5381668945908423,-0.10394363484214193,-1.6470755428183095,-0.4464350142334313,0.3882987929751992,0.5565115494263139,-0.12308016834716363,-0.5527317456921775
